Location,From_Actor,From_DMU,To_Actor,To_DMU,Amount_IDR,Type
Garut,Farmer,1,Rice Miller,1,16200000.0,Standard Flow
Garut,Farmer,2,Rice Miller,1,8100000.0,Standard Flow
Garut,Farmer,3,Rice Miller,1,14850000.0,Standard Flow
Garut,Farmer,4,Rice Miller,1,13050000.0,Standard Flow
Garut,Farmer,5,Rice Miller,1,10200000.0,Standard Flow
Garut,Farmer,6,Rice Miller,1,3600000.0,Standard Flow
Garut,Farmer,7,Rice Miller,1,8100000.0,Standard Flow
Garut,Farmer,8,Rice Miller,1,7850000.0,Standard Flow
Garut,Farmer,9,Rice Miller,1,29700000.0,Standard Flow
Garut,Farmer,10,Rice Miller,1,36450000.0,Standard Flow
Garut,Farmer,11,Rice Miller,1,13050000.0,Standard Flow
Garut,Farmer,12,Rice Miller,1,28200000.0,Standard Flow
Garut,Farmer,13,Rice Miller,1,9400000.0,Standard Flow
Garut,Farmer,14,Rice Miller,1,2100000.0,Standard Flow
Garut,Farmer,15,Rice Miller,1,19800000.0,Standard Flow
Garut,Farmer,16,Rice Miller,1,6750000.0,Standard Flow
Garut,Farmer,17,Rice Miller,1,9300000.0,Standard Flow
Garut,Farmer,18,Rice Miller,1,25650000.0,Standard Flow
Garut,Farmer,19,Rice Miller,1,6750000.0,Standard Flow
Garut,Farmer,20,Rice Miller,1,13500000.0,Standard Flow
Garut,Farmer,21,Rice Miller,1,5400000.0,Standard Flow
Garut,Farmer,22,Rice Miller,1,6750000.0,Standard Flow
Garut,Farmer,23,Rice Miller,1,5400000.0,Standard Flow
Garut,Farmer,24,Rice Miller,1,6750000.0,Standard Flow
Garut,Farmer,25,Rice Miller,1,14850000.0,Standard Flow
Garut,Farmer,26,Rice Miller,1,9249999.999999821,Standard Flow
Garut,Farmer,26,Rice Miller,2,25400000.00000018,Standard Flow
Garut,Farmer,27,Rice Miller,2,49500000.0,Standard Flow
Garut,Farmer,28,Rice Miller,2,13180000.0,Standard Flow
Garut,Farmer,29,Rice Miller,2,1740000.0,Standard Flow
Garut,Farmer,30,Rice Miller,2,25650000.0,Standard Flow
Garut,Farmer,31,Rice Miller,2,15150000.0,Standard Flow
Garut,Farmer,32,Rice Miller,2,10100000.0,Standard Flow
Garut,Farmer,33,Rice Miller,2,30000000.0,Standard Flow
Garut,Farmer,34,Rice Miller,2,19000000.0,Standard Flow
Garut,Farmer,35,Rice Miller,2,27540000.0,Standard Flow
Garut,Farmer,36,Rice Miller,2,24750000.0,Standard Flow
Garut,Farmer,37,Rice Miller,2,14850000.0,Standard Flow
Garut,Farmer,38,Rice Miller,2,9900000.0,Standard Flow
Garut,Farmer,39,Rice Miller,2,14850000.0,Standard Flow
Garut,Farmer,40,Rice Miller,2,16875000.0,Standard Flow
Garut,Farmer,41,Rice Miller,2,16514999.999999821,Standard Flow
Garut,Farmer,41,Rice Miller,3,32985000.00000018,Standard Flow
Garut,Farmer,42,Rice Miller,3,9900000.0,Standard Flow
Garut,Farmer,43,Rice Miller,3,16200000.0,Standard Flow
Garut,Farmer,44,Rice Miller,3,28800000.0,Standard Flow
Garut,Farmer,45,Rice Miller,3,18600000.0,Standard Flow
Garut,Farmer,46,Rice Miller,3,9900000.0,Standard Flow
Garut,Farmer,47,Rice Miller,3,24750000.0,Standard Flow
Garut,Farmer,48,Rice Miller,3,14850000.0,Standard Flow
Garut,Farmer,49,Rice Miller,3,6550000.0,Standard Flow
Garut,Farmer,50,Rice Miller,3,36450000.0,Standard Flow
Garut,Farmer,51,Rice Miller,3,2100000.0,Standard Flow
Garut,Farmer,52,Rice Miller,3,19800000.0,Standard Flow
Garut,Farmer,53,Rice Miller,3,19114999.99999982,Standard Flow
Garut,Farmer,53,Rice Miller,4,685000.0000001788,Standard Flow
Garut,Farmer,54,Rice Miller,4,19800000.0,Standard Flow
Garut,Farmer,55,Rice Miller,4,9300000.0,Standard Flow
Garut,Farmer,56,Rice Miller,4,29700000.0,Standard Flow
Garut,Farmer,57,Rice Miller,4,16875000.0,Standard Flow
Garut,Farmer,58,Rice Miller,4,29700000.0,Standard Flow
Garut,Farmer,59,Rice Miller,4,48300000.0,Standard Flow
Garut,Farmer,60,Rice Miller,4,9400000.0,Standard Flow
Garut,Farmer,61,Rice Miller,4,9400000.0,Standard Flow
Garut,Farmer,62,Rice Miller,4,9900000.0,Standard Flow
Garut,Farmer,63,Rice Miller,4,17550000.0,Standard Flow
Garut,Farmer,64,Rice Miller,4,13950000.0,Standard Flow
Garut,Farmer,65,Rice Miller,4,8100000.0,Standard Flow
Garut,Farmer,66,Rice Miller,4,9900000.0,Standard Flow
Garut,Farmer,67,Rice Miller,4,24750000.0,Standard Flow
Garut,Farmer,68,Rice Miller,4,12689999.999999821,Standard Flow
Garut,Farmer,68,Rice Miller,5,4185000.000000179,Standard Flow
Garut,Farmer,69,Rice Miller,5,13640000.0,Standard Flow
Garut,Farmer,70,Rice Miller,5,25650000.0,Standard Flow
Garut,Farmer,71,Rice Miller,5,39600000.0,Standard Flow
Garut,Farmer,72,Rice Miller,5,198000000.0,Standard Flow
Garut,Farmer,73,Rice Miller,5,18924999.99999982,Standard Flow
Garut,Farmer,73,Rice Miller,6,5075000.000000179,Standard Flow
Garut,Farmer,74,Rice Miller,6,24750000.0,Standard Flow
Garut,Farmer,75,Rice Miller,6,39600000.0,Standard Flow
Garut,Farmer,76,Rice Miller,6,49500000.0,Standard Flow
Garut,Farmer,77,Rice Miller,6,6400000.0,Standard Flow
Garut,Farmer,78,Rice Miller,6,6890000.0,Standard Flow
Garut,Farmer,79,Rice Miller,6,9600000.0,Standard Flow
Garut,Farmer,80,Rice Miller,6,12840000.0,Standard Flow
Garut,Farmer,81,Rice Miller,6,8325000.0,Standard Flow
Garut,Farmer,82,Rice Miller,6,9300000.0,Standard Flow
Garut,Farmer,83,Rice Miller,6,9300000.0,Standard Flow
Garut,Farmer,84,Rice Miller,6,9300000.0,Standard Flow
Garut,Farmer,85,Rice Miller,6,10200000.0,Standard Flow
Garut,Farmer,86,Rice Miller,6,6590000.0,Standard Flow
Garut,Farmer,87,Rice Miller,6,329999.9999998212,Standard Flow
Garut,Farmer,87,Rice Miller,7,12270000.000000179,Standard Flow
Garut,Farmer,88,Rice Miller,7,8495000.0,Standard Flow
Garut,Farmer,89,Rice Miller,7,15000000.0,Standard Flow
Garut,Farmer,90,Rice Miller,7,12720000.0,Standard Flow
Garut,Farmer,91,Rice Miller,7,6544000.0,Standard Flow
Garut,Farmer,92,Rice Miller,7,8180000.0,Standard Flow
Garut,Farmer,93,Rice Miller,7,16200000.0,Standard Flow
Garut,Farmer,94,Rice Miller,7,48150000.0,Standard Flow
Garut,Farmer,95,Rice Miller,7,17550000.0,Standard Flow
Garut,Farmer,96,Rice Miller,7,9300000.0,Standard Flow
Garut,Farmer,97,Rice Miller,7,7590999.999999821,Standard Flow
Garut,Farmer,97,Rice Miller,8,1709000.0000001788,Standard Flow
Garut,Farmer,98,Rice Miller,8,9400000.0,Standard Flow
Garut,Garut Regional Buffer,BUFFER,Rice Miller,8,108890999.99999982,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,9,150000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,10,138000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,11,75000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,12,50000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,13,34200000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,14,24000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,15,20000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,16,27000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,17,15750000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,18,15000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,19,15000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,20,16500000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,21,5000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,22,5000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,23,5000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Rice Miller,24,5000000.0,Shortage Fulfillment
Garut,Rice Miller,1,Middlemen,1,6300000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,2,6300000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,3,10000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,4,9000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,5,7470000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,6,7470000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,7,17000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,8,18000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,9,18000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,10,18000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,11,18000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,12,30000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,13,33000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,14,34200000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,15,36000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,16,39900000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,17,48000000.0,Standard Flow
Garut,Rice Miller,1,Middlemen,18,30413194.51555997,Standard Flow
Garut,Rice Miller,2,Middlemen,18,52586805.48444003,Standard Flow
Garut,Rice Miller,2,Middlemen,19,83000000.0,Standard Flow
Garut,Rice Miller,2,Middlemen,20,83000000.0,Standard Flow
Garut,Rice Miller,2,Middlemen,21,83000000.0,Standard Flow
Garut,Rice Miller,2,Middlemen,22,83000000.0,Standard Flow
Garut,Rice Miller,2,Middlemen,23,35413194.51555997,Standard Flow
Garut,Rice Miller,3,Middlemen,23,47586805.48444003,Standard Flow
Garut,Rice Miller,3,Middlemen,24,83000000.0,Standard Flow
Garut,Rice Miller,3,Garut Regional Buffer,BUFFER,229413194.51555997,Excess Mitigation
Garut,Rice Miller,4,Garut Regional Buffer,BUFFER,360000000.0,Excess Mitigation
Garut,Rice Miller,5,Garut Regional Buffer,BUFFER,384120000.0,Excess Mitigation
Garut,Rice Miller,6,Garut Regional Buffer,BUFFER,23223191.6709336,Excess Mitigation
Garut,Rice Miller,7,Garut Regional Buffer,BUFFER,210000000.0,Excess Mitigation
Garut,Rice Miller,8,Garut Regional Buffer,BUFFER,180000000.0,Excess Mitigation
Garut,Rice Miller,9,Garut Regional Buffer,BUFFER,180000000.0,Excess Mitigation
Garut,Rice Miller,10,Garut Regional Buffer,BUFFER,165000000.0,Excess Mitigation
Garut,Rice Miller,11,Garut Regional Buffer,BUFFER,90000000.0,Excess Mitigation
Garut,Rice Miller,12,Garut Regional Buffer,BUFFER,60000000.0,Excess Mitigation
Garut,Rice Miller,13,Garut Regional Buffer,BUFFER,39000000.0,Excess Mitigation
Garut,Rice Miller,14,Garut Regional Buffer,BUFFER,36000000.0,Excess Mitigation
Garut,Rice Miller,15,Garut Regional Buffer,BUFFER,30000000.0,Excess Mitigation
Garut,Rice Miller,16,Garut Regional Buffer,BUFFER,27000000.0,Excess Mitigation
Garut,Rice Miller,17,Garut Regional Buffer,BUFFER,21000000.0,Excess Mitigation
Garut,Rice Miller,18,Garut Regional Buffer,BUFFER,17000000.00000001,Excess Mitigation
Garut,Rice Miller,19,Garut Regional Buffer,BUFFER,20320292.7120669,Excess Mitigation
Garut,Rice Miller,20,Garut Regional Buffer,BUFFER,21000000.0,Excess Mitigation
Garut,Rice Miller,21,Garut Regional Buffer,BUFFER,5400000.0,Excess Mitigation
Garut,Rice Miller,22,Garut Regional Buffer,BUFFER,5400000.0,Excess Mitigation
Garut,Rice Miller,23,Garut Regional Buffer,BUFFER,5400000.0,Excess Mitigation
Garut,Rice Miller,24,Garut Regional Buffer,BUFFER,5000000.0,Excess Mitigation
Garut,Middlemen,1,Wholesaler,1,6300000.0,Standard Flow
Garut,Middlemen,2,Wholesaler,1,6300000.0,Standard Flow
Garut,Middlemen,3,Wholesaler,1,7040000.0,Standard Flow
Garut,Middlemen,4,Wholesaler,1,7920000.0,Standard Flow
Garut,Middlemen,5,Wholesaler,1,8100000.0,Standard Flow
Garut,Middlemen,6,Wholesaler,1,8100000.0,Standard Flow
Garut,Middlemen,7,Wholesaler,1,13200000.0,Standard Flow
Garut,Middlemen,8,Wholesaler,1,15840000.0,Standard Flow
Garut,Middlemen,9,Wholesaler,1,7200000.0,Standard Flow
Garut,Middlemen,9,Wholesaler,2,8640000.0,Standard Flow
Garut,Middlemen,10,Wholesaler,2,360000.0,Standard Flow
Garut,Middlemen,10,Wholesaler,3,9000000.0,Standard Flow
Garut,Middlemen,10,Wholesaler,4,6480000.0,Standard Flow
Garut,Middlemen,11,Wholesaler,4,9519999.99999999,Standard Flow
Garut,Middlemen,11,Wholesaler,5,6320000.000000009,Standard Flow
Garut,Middlemen,12,Wholesaler,5,24640000.0,Standard Flow
Garut,Middlemen,13,Wholesaler,5,29040000.0,Standard Flow
Garut,Middlemen,14,Wholesaler,5,31680000.0,Standard Flow
Garut,Middlemen,15,Wholesaler,5,22319999.999999985,Standard Flow
Garut,Middlemen,15,Wholesaler,6,9360000.000000015,Standard Flow
Garut,Middlemen,16,Wholesaler,6,17639999.999999985,Standard Flow
Garut,Middlemen,16,Wholesaler,7,19320000.000000015,Standard Flow
Garut,Middlemen,17,Wholesaler,7,42240000.0,Standard Flow
Garut,Middlemen,18,Wholesaler,7,88000000.0,Standard Flow
Garut,Middlemen,19,Wholesaler,7,88000000.0,Standard Flow
Garut,Middlemen,20,Wholesaler,7,88000000.0,Standard Flow
Garut,Middlemen,21,Wholesaler,7,34440000.0,Standard Flow
Garut,Middlemen,21,Wholesaler,8,53560000.0,Standard Flow
Garut,Middlemen,22,Wholesaler,8,6440000.0,Standard Flow
Garut,Middlemen,22,Wholesaler,9,66500000.0,Standard Flow
Garut,Middlemen,22,Wholesaler,10,15060000.0,Standard Flow
Garut,Middlemen,23,Wholesaler,10,61440000.0,Standard Flow
Garut,Middlemen,23,Wholesaler,11,26560000.0,Standard Flow
Garut,Middlemen,24,Wholesaler,11,87440000.0,Standard Flow
Garut,Middlemen,24,Wholesaler,12,560000.0,Standard Flow
Garut,Garut Regional Buffer,BUFFER,Wholesaler,12,89440000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,13,95000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,14,150000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,15,171000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,16,90000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,17,171000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,18,300000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,19,500000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,20,20000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,21,45000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,22,80000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,23,45000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,24,80000000.0,Shortage Fulfillment
Garut,Garut Regional Buffer,BUFFER,Wholesaler,25,114000000.0,Shortage Fulfillment
Garut,Wholesaler,1,Retail,1,1375000.0,Standard Flow
Garut,Wholesaler,1,Retail,2,2700000.0,Standard Flow
Garut,Wholesaler,1,Retail,3,2700000.0,Standard Flow
Garut,Wholesaler,1,Retail,4,2695000.0,Standard Flow
Garut,Wholesaler,1,Retail,5,2612500.0,Standard Flow
Garut,Wholesaler,1,Retail,6,2450000.0,Standard Flow
Garut,Wholesaler,1,Retail,7,1960000.0,Standard Flow
Garut,Wholesaler,1,Retail,8,2700000.0,Standard Flow
Garut,Wholesaler,1,Retail,9,2695000.0,Standard Flow
Garut,Wholesaler,1,Retail,10,1980000.0,Standard Flow
Garut,Wholesaler,1,Retail,11,2700000.0,Standard Flow
Garut,Wholesaler,1,Retail,12,2612500.0,Standard Flow
Garut,Wholesaler,1,Retail,13,2700000.0,Standard Flow
Garut,Wholesaler,1,Retail,14,2450000.0,Standard Flow
Garut,Wholesaler,1,Retail,15,2695000.0,Standard Flow
Garut,Wholesaler,1,Retail,16,2475000.0,Standard Flow
Garut,Wholesaler,1,Retail,17,2695000.0,Standard Flow
Garut,Wholesaler,1,Retail,18,2612500.0,Standard Flow
Garut,Wholesaler,1,Retail,19,2695000.0,Standard Flow
Garut,Wholesaler,1,Retail,20,1900000.0,Standard Flow
Garut,Wholesaler,1,Retail,21,2695000.0,Standard Flow
Garut,Wholesaler,1,Retail,22,2700000.0,Standard Flow
Garut,Wholesaler,1,Retail,23,2612500.0,Standard Flow
Garut,Wholesaler,1,Garut Regional Buffer,BUFFER,42590000.0,Excess Mitigation
Garut,Wholesaler,2,Garut Regional Buffer,BUFFER,9000000.0,Excess Mitigation
Garut,Wholesaler,3,Garut Regional Buffer,BUFFER,9000000.0,Excess Mitigation
Garut,Wholesaler,4,Garut Regional Buffer,BUFFER,15999999.99999999,Excess Mitigation
Garut,Wholesaler,5,Garut Regional Buffer,BUFFER,27500000.0,Excess Mitigation
Garut,Wholesaler,6,Garut Regional Buffer,BUFFER,30000000.0,Excess Mitigation
Garut,Wholesaler,7,Garut Regional Buffer,BUFFER,40000000.0,Excess Mitigation
Garut,Wholesaler,8,Garut Regional Buffer,BUFFER,66000000.0,Excess Mitigation
Garut,Wholesaler,9,Garut Regional Buffer,BUFFER,80500000.0,Excess Mitigation
Garut,Wholesaler,10,Garut Regional Buffer,BUFFER,90000000.0,Excess Mitigation
Garut,Wholesaler,11,Garut Regional Buffer,BUFFER,99000000.0,Excess Mitigation
Garut,Wholesaler,12,Garut Regional Buffer,BUFFER,99999999.99999993,Excess Mitigation
Garut,Wholesaler,13,Garut Regional Buffer,BUFFER,115000000.0,Excess Mitigation
Garut,Wholesaler,14,Garut Regional Buffer,BUFFER,157500000.0,Excess Mitigation
Garut,Wholesaler,15,Garut Regional Buffer,BUFFER,165000000.0,Excess Mitigation
Garut,Wholesaler,16,Garut Regional Buffer,BUFFER,180000000.0,Excess Mitigation
Garut,Wholesaler,17,Garut Regional Buffer,BUFFER,207000000.0,Excess Mitigation
Garut,Wholesaler,18,Garut Regional Buffer,BUFFER,400000000.0,Excess Mitigation
Garut,Wholesaler,19,Garut Regional Buffer,BUFFER,550000000.0,Excess Mitigation
Garut,Wholesaler,20,Garut Regional Buffer,BUFFER,185400000.0,Excess Mitigation
Garut,Wholesaler,21,Garut Regional Buffer,BUFFER,49500000.0,Excess Mitigation
Garut,Wholesaler,22,Garut Regional Buffer,BUFFER,88000000.0,Excess Mitigation
Garut,Wholesaler,23,Garut Regional Buffer,BUFFER,49500000.0,Excess Mitigation
Garut,Wholesaler,24,Garut Regional Buffer,BUFFER,88000000.0,Excess Mitigation
Garut,Wholesaler,25,Garut Regional Buffer,BUFFER,36000000.0,Excess Mitigation
Indramayu,Farmer,1,Rice Miller,1,25650000.0,Standard Flow
Indramayu,Farmer,2,Rice Miller,1,10400000.0,Standard Flow
Indramayu,Farmer,3,Rice Miller,1,62400000.0,Standard Flow
Indramayu,Farmer,4,Rice Miller,1,1860000.0,Standard Flow
Indramayu,Farmer,5,Rice Miller,1,25650000.0,Standard Flow
Indramayu,Farmer,6,Rice Miller,1,86800000.0,Standard Flow
Indramayu,Farmer,7,Rice Miller,1,13050000.0,Standard Flow
Indramayu,Farmer,8,Rice Miller,1,6550000.0,Standard Flow
Indramayu,Farmer,9,Rice Miller,1,25650000.0,Standard Flow
Indramayu,Farmer,10,Rice Miller,1,66150000.0,Standard Flow
Indramayu,Farmer,11,Rice Miller,1,133650000.0,Standard Flow
Indramayu,Farmer,12,Rice Miller,1,41400000.0,Standard Flow
Indramayu,Farmer,13,Rice Miller,1,12250000.0,Standard Flow
Indramayu,Farmer,14,Rice Miller,1,2100000.0,Standard Flow
Indramayu,Farmer,15,Rice Miller,1,59400000.0,Standard Flow
Indramayu,Farmer,16,Rice Miller,1,49500000.0,Standard Flow
Indramayu,Farmer,17,Rice Miller,1,91200000.0,Standard Flow
Indramayu,Farmer,18,Rice Miller,1,84150000.0,Standard Flow
Indramayu,Farmer,19,Rice Miller,1,131600000.0,Standard Flow
Indramayu,Farmer,20,Rice Miller,1,39600000.0,Standard Flow
Indramayu,Farmer,21,Rice Miller,1,65000000.0,Standard Flow
Indramayu,Farmer,22,Rice Miller,1,41600000.0,Standard Flow
Indramayu,Farmer,23,Rice Miller,1,2100000.0,Standard Flow
Indramayu,Farmer,24,Rice Miller,1,2100000.0,Standard Flow
Indramayu,Farmer,25,Rice Miller,1,32850000.0,Standard Flow
Indramayu,Farmer,26,Rice Miller,1,66150000.0,Standard Flow
Indramayu,Farmer,27,Rice Miller,1,32850000.0,Standard Flow
Indramayu,Farmer,28,Rice Miller,1,186300000.0,Standard Flow
Indramayu,Farmer,29,Rice Miller,1,18600000.0,Standard Flow
Indramayu,Farmer,30,Rice Miller,1,2100000.0,Standard Flow
Indramayu,Farmer,31,Rice Miller,1,133650000.0,Standard Flow
Indramayu,Farmer,32,Rice Miller,1,29700000.0,Standard Flow
Indramayu,Farmer,33,Rice Miller,1,53000000.0,Standard Flow
Indramayu,Farmer,34,Rice Miller,1,62400000.0,Standard Flow
